,,,,PRODUCTO,,,,,,,,COSTO,,,,PRECIO,,,PROYECCION,,,,,,,VENTA REAL,,,,
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH42374894|C9840,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA LARGA HACIA ARRIBA,ACERO,MUJER,PLATA,$11.16,$0.20,$0.08,$0.05,,$11.49,$57.43,130,100,$11.49,$59.26,$44.26,,,,,,$11.49,-$5.74,-$1.72,-$4.02,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH37513761|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA CONCHA QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH42408566|Estrella de mar dorada,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CON MOVIMIENTO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,150,130,$11.37,$69.32,$59.32,,,05/06/2025,FARO,150,$11.37,$69.32,$20.79,$48.52,$150.00
MXNH42408566|Estrella de mar dorada,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CON MOVIMIENTO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,150,130,$11.37,$69.32,$59.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH42408566|Estrella de mar dorada,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CON MOVIMIENTO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,150,130,$11.37,$69.32,$59.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH42408566|Estrella de mar dorada,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CON MOVIMIENTO,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,150,130,$11.37,$69.32,$59.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH37362924|18K oro Real|Cáscara de grano,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA MEDIANA DORADA CON BOLAS EN PUNTA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH37362924|18K oro Real|Cáscara de grano,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA MEDIANA DORADA CON BOLAS EN PUNTA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH37362924|18K oro Real|Cáscara de grano,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA MEDIANA DORADA CON BOLAS EN PUNTA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH37362924|18K oro Real|Cáscara de grano,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA MEDIANA DORADA CON BOLAS EN PUNTA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH37362924|18K oro Real|Cáscara de grano,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA MEDIANA DORADA CON BOLAS EN PUNTA,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH42348876|Jz4906p,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CHICA,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH42348876|Jz4906p,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CHICA,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH42348876|Jz4906p,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CHICA,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH42348876|Jz4906p,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CHICA,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH42348876|Jz4906p,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLA DE MAR CHICA,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH42348871|Jz751s,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA COLA DE SIRENA,ACERO,MUJER,PLATA,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,21/05/2025,FARO,130,$17.81,$56.10,$16.83,$39.27,$130.00
MXNH42348871|Jz751s,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA COLA DE SIRENA,ACERO,MUJER,PLATA,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,,,,$17.81,-$8.91,-$2.67,-$6.23,$0.00
MXNH42348871|Jz751s,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA COLA DE SIRENA,ACERO,MUJER,PLATA,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,,,,$17.81,-$8.91,-$2.67,-$6.23,$0.00
MXNH42348871|Jz751s,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHA COLA DE SIRENA,ACERO,MUJER,PLATA,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,,,,$17.81,-$8.91,-$2.67,-$6.23,$0.00
MXNH42782112|G426?Chapado en oro Real?,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO ROSA RODEADO DE BRILLANTES BLANCOS,ACERO,MUJER,ORO,$23.69,$0.20,$0.08,$0.05,,$24.02,$120.10,130,100,$24.02,$52.99,$37.99,,,24/05/2025,CRITERIUM,150,$24.02,$62.99,$18.90,$44.09,$150.00
MXNH42782112|G426?Chapado en oro Real?,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO ROSA RODEADO DE BRILLANTES BLANCOS,ACERO,MUJER,ORO,$23.69,$0.20,$0.08,$0.05,,$24.02,$120.10,130,100,$24.02,$52.99,$37.99,,,,,,$24.02,-$12.01,-$3.60,-$8.41,$0.00
MXNH42782112|G426?Chapado en oro Real?,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO ROSA RODEADO DE BRILLANTES BLANCOS,ACERO,MUJER,ORO,$23.69,$0.20,$0.08,$0.05,,$24.02,$120.10,130,100,$24.02,$52.99,$37.99,,,,,,$24.02,-$12.01,-$3.60,-$8.41,$0.00
MXNH42122602|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS CONCHAS QUE SE UNEN,ACERO,MUJER,PLATA,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,30/05/2025,TAJAMAR,130,$18.73,$55.64,$16.69,$38.94,$130.00
MXNH42122602|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS CONCHAS QUE SE UNEN,ACERO,MUJER,PLATA,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH42122602|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS CONCHAS QUE SE UNEN,ACERO,MUJER,PLATA,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH42122602|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS CONCHAS QUE SE UNEN,ACERO,MUJER,PLATA,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH41850842|Oro|Estilo 1,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO ZIGZAG CUADRITO BRILLANTE MORADO,ACERO,MUJER,ORO,$18.63,$0.20,$0.08,$0.05,,$18.96,$94.80,130,100,$18.96,$55.52,$40.52,,,,,,$18.96,-$9.48,-$2.84,-$6.64,$0.00
MXNH41850842|Oro|Estilo 1,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO ZIGZAG CUADRITO BRILLANTE MORADO,ACERO,MUJER,ORO,$18.63,$0.20,$0.08,$0.05,,$18.96,$94.80,130,100,$18.96,$55.52,$40.52,,,,,,$18.96,-$9.48,-$2.84,-$6.64,$0.00
MXNH41850842|Oro|Estilo 1,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO ZIGZAG CUADRITO BRILLANTE MORADO,ACERO,MUJER,ORO,$18.63,$0.20,$0.08,$0.05,,$18.96,$94.80,130,100,$18.96,$55.52,$40.52,,,,,,$18.96,-$9.48,-$2.84,-$6.64,$0.00
MX37194656|JR407-GD|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONTORNO MANO DE FATIMA PUNTO NEGRO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MX37194656|JR407-GD|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONTORNO MANO DE FATIMA PUNTO NEGRO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MX37194656|JR407-GD|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONTORNO MANO DE FATIMA PUNTO NEGRO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MX33489439|HF-J1401-Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LUNA SOL QUE SE ENCUENTRAN,ACERO,MUJER,ORO,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,17/05/2025,PABELLON,120,$17.81,$51.10,$15.33,$35.77,$120.00
MX33489439|HF-J1401-Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LUNA SOL QUE SE ENCUENTRAN,ACERO,MUJER,ORO,$17.48,$0.20,$0.08,$0.05,,$17.81,$89.05,130,100,$17.81,$56.10,$41.10,,,31/05/2025,TAJAMAR,120,$17.81,$51.10,$15.33,$35.77,$120.00
MXNH39094782|34 [Af168] en relieve anillo de punto de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOLES SEGUIDOS DIFERENTES TAMAÑOS,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,130,100,$15.51,$57.25,$42.25,,,14/05/2025,FARO,110,$15.51,$47.25,$14.17,$33.07,$110.00
MXNH39094782|34 [Af168] en relieve anillo de punto de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOLES SEGUIDOS DIFERENTES TAMAÑOS,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,130,100,$15.51,$57.25,$42.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MXNH39094782|34 [Af168] en relieve anillo de punto de oro,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,SOLES SEGUIDOS DIFERENTES TAMAÑOS,ACERO,MUJER,ORO,$15.18,$0.20,$0.08,$0.05,,$15.51,$77.55,130,100,$15.51,$57.25,$42.25,,,,,,$15.51,-$7.76,-$2.33,-$5.43,$0.00
MXNH33097781|Anillo de acero|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,PLATA,$13.11,$0.20,$0.08,$0.05,,$13.44,$67.20,130,100,$13.44,$58.28,$43.28,,,,,,$13.44,-$6.72,-$2.02,-$4.70,$0.00
MXNH33097781|Anillo de acero|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,PLATA,$13.11,$0.20,$0.08,$0.05,,$13.44,$67.20,130,100,$13.44,$58.28,$43.28,,,,,,$13.44,-$6.72,-$2.02,-$4.70,$0.00
MXNH33097781|Anillo de acero|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,PLATA,$13.11,$0.20,$0.08,$0.05,,$13.44,$67.20,130,100,$13.44,$58.28,$43.28,,,,,,$13.44,-$6.72,-$2.02,-$4.70,$0.00
MXNH33097780|Anillo de Concha de Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,ORO,$21.39,$0.20,$0.08,$0.05,,$21.72,$108.60,130,100,$21.72,$54.14,$39.14,,,,,,$21.72,-$10.86,-$3.26,-$7.60,$0.00
MXNH33097780|Anillo de Concha de Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,ORO,$21.39,$0.20,$0.08,$0.05,,$21.72,$108.60,130,100,$21.72,$54.14,$39.14,,,,,,$21.72,-$10.86,-$3.26,-$7.60,$0.00
MXNH33097780|Anillo de Concha de Oro|Apertura ajustable,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,CONCHAS SEGUIDAS,ACERO,MUJER,ORO,$21.39,$0.20,$0.08,$0.05,,$21.72,$108.60,130,100,$21.72,$54.14,$39.14,,,,,,$21.72,-$10.86,-$3.26,-$7.60,$0.00
MXNH40449539|CP-R24033,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,RECTANGULO CON LUNA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40449539|CP-R24033,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,RECTANGULO CON LUNA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40449539|CP-R24033,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,RECTANGULO CON LUNA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40391046|Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO NEGRO CON DOS ABANICOS ARRIBA Y ABAJO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH40391046|Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO NEGRO CON DOS ABANICOS ARRIBA Y ABAJO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH40391046|Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CIRCULO NEGRO CON DOS ABANICOS ARRIBA Y ABAJO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH32098725|Plata|6 #,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$9.43,$0.20,$0.08,$0.05,,$9.76,$48.80,130,100,$9.76,$60.12,$45.12,,,30/05/2025,TAJAMAR,150,$9.76,$70.12,$21.04,$49.08,$150.00
MXNH32098725|Plata|6 #,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$9.43,$0.20,$0.08,$0.05,,$9.76,$48.80,130,100,$9.76,$60.12,$45.12,,,31/05/2025,TAJAMAR,150,$9.76,$70.12,$21.04,$49.08,$150.00
MXNH32098727|Plata|8 #,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$9.43,$0.20,$0.08,$0.05,,$9.76,$48.80,130,100,$9.76,$60.12,$45.12,,,04/06/2025,FARO,150,$9.76,$70.12,$21.04,$49.08,$150.00
MXNH32098727|Plata|8 #,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$9.43,$0.20,$0.08,$0.05,,$9.76,$48.80,130,100,$9.76,$60.12,$45.12,,,07/06/2025,ULTRAMAR,100,$9.76,$45.12,$13.54,$31.58,$100.00
MXNH32098727|Plata|8 #,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$9.43,$0.20,$0.08,$0.05,,$9.76,$48.80,130,100,$9.76,$60.12,$45.12,,,08/06/2025,TIANGUIS,150,$9.76,$70.12,$21.04,$49.08,$150.00
MXNH41326003|Gris Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO ESMALTADO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,15/05/2025,FARO,133,$19.88,$56.56,$16.97,$39.59,$133.00
MXNH41326003|Gris Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO ESMALTADO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH41326003|Gris Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO ESMALTADO,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MXNH34439765|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO CON ALAS,ACERO,MUJER,PLATA,$25.30,$0.20,$0.08,$0.05,,$25.63,$128.15,130,100,$25.63,$52.19,$37.19,,,,,,$25.63,-$12.82,-$3.84,-$8.97,$0.00
MXNH35241783|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANCHO CON CORAZON ROSA,ACERO,MUJER,PLATA,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH35241783|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANCHO CON CORAZON ROSA,ACERO,MUJER,PLATA,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH35241783|Plata,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANCHO CON CORAZON ROSA,ACERO,MUJER,PLATA,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH30702060|Oro|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA ENROSCADA,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MXNH30702060|Oro|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA ENROSCADA,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MXNH30702060|Oro|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA ENROSCADA CON LINEA,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
